"Timestamp","Whom do you consider an ideal scientist?","What should be the most accurate metrics to judge the caliber of a scientist?","What according to you should be the minimum educational qualification one should have to be considered a scientist?","What do you think should be the most developed trait which one should have to become a successful scientist?","What is the first thought which you have when you hear the word 'Scientist'","Why do you think people want to be a scientist?","What should be a scientist’s first priority?","Do you think that scientists should be allowed to conduct unethical experiments for the sake of science","Should a scientist prioritize science over social ethics and social norms for the sake of greater good","What do you think is the most important stimulus to a scientist","How  do scientists help common people?","Are scientists more biased towards theoretical aspects of science rather than the practical side of it.","Do you think that scientists are slowly getting replaced by engineers and doctors as they are more focused towards the theoretical aspect of science. "
"2021/11/28 9:41:49 PM GMT+5:30","Someone who enjoys to work with science and takes it as a career","The amount of knowledge and wisdom which one has","Does Not matter","High motivation","A normal person with high motivation and extreme love for science.","Love for the subject","Working on what he is interested on","No, it will be unethical and disturb the basic fabric of the society","No","Social Need or Scarcity(Covid-19 Vaccine research for example)","They address issues on health, defense, climate  etc through their discoveries","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/28 9:43:22 PM GMT+5:30","Someone whose only aim is development of science","The impact which he/she is making on the society","Does Not matter","Creative","Some one who tries to find reason in everything and wants to uncover every secret of the universe.","Love for the subject","Development of the subject itself","No, it will be unethical and disturb the basic fabric of the society","No","Curiosity and personal interest","They address issues on health, defense, climate  etc through their discoveries","Yes","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/28 9:43:38 PM GMT+5:30","Someone whose only aim is development of science","The impact which he/she is making on the society","Does Not matter","Innovative","Someone who is busy to discover the next big thing and make this world a better place.","Love for the subject","Working on what he is interested on","I choose not to answer this question","Yes","Dream of a better future(Colonizing Mars for example)","They improve education and adds to the knowledge on various aspects","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/28 9:48:16 PM GMT+5:30","Someone who enjoys to work with science and takes it as a career","The impact which he/she is making on the society","Does Not matter","Hardworking","A normal person with high motivation and extreme love for science.","Love for the subject","Development of the subject itself","No, it will be unethical and disturb the basic fabric of the society","No","Dream of a better future(Colonizing Mars for example)","They answering the great mysteries of the universe","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/28 9:52:31 PM GMT+5:30","Someone who enjoys to work with science and takes it as a career","Number of good publications and patents","Post Doctorate","Foresight","Some highly educated folk.","Love for the subject","Developing ones knowledge","No, it will be unethical and disturb the basic fabric of the society","No","Curiosity and personal interest","They address issues on health, defense, climate  etc through their discoveries","Yes","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/28 9:58:52 PM GMT+5:30","Someone who studies science and has a decent amount of knowledge on the subject","The amount of knowledge and wisdom which one has","Does Not matter","Foresight","A normal person with high motivation and extreme love for science.","Love for the subject","Working on what he is interested on","No, it will be unethical and disturb the basic fabric of the society","No","a non-capitalist system lmao","They answering the great mysteries of the universe","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/28 9:59:33 PM GMT+5:30","Someone who enjoys to work with science and takes it as a career","The amount of knowledge and wisdom which one has","Does Not matter","Creative","Some one who tries to find reason in everything and wants to uncover every secret of the universe.","Love for the subject","Working on what he is interested on","Yes, it will help science a lot and widen our research field.","Yes","Curiosity and personal interest","They answering the great mysteries of the universe","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/28 10:01:21 PM GMT+5:30","Someone who helps the society to utilize science","The amount of knowledge and wisdom which one has","Does Not matter","Intelligence","Someone who is busy to discover the next big thing and make this world a better place.","Love for the subject","Working on what he is interested on","No, it will be unethical and disturb the basic fabric of the society","Yes","Curiosity and personal interest","They address issues on health, defense, climate  etc through their discoveries","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/28 10:10:36 PM GMT+5:30","Someone who enjoys to work with science and takes it as a career","The amount of knowledge and wisdom which one has","Graduate","Creative","A normal person with high motivation and extreme love for science.","Love for the subject","Working on what he is interested on","Yes, it will help science a lot and widen our research field.","Yes","Curiosity and personal interest","They answering the great mysteries of the universe","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/28 10:11:21 PM GMT+5:30","Someone whose only aim is development of science","The amount of knowledge and wisdom which one has","Doctorate","Innovative","A normal person with high motivation and extreme love for science.","Desire to make great discoveries and to solve  global problems","Development of the subject itself","I choose not to answer this question","Yes","Dream of a better future(Colonizing Mars for example)","They answering the great mysteries of the universe","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/28 10:13:55 PM GMT+5:30","Someone who helps the society to utilize science","The impact which he/she is making on the society","10th pass","Foresight","Some one who tries to find reason in everything and wants to uncover every secret of the universe.","Love for the subject","Working on what he is interested on","I choose not to answer this question","No","Curiosity and personal interest","They answering the great mysteries of the universe","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/28 10:14:34 PM GMT+5:30","Someone whose only aim is development of science","The amount of knowledge and wisdom which one has","Post Doctorate","Creative","Someone who is busy to discover the next big thing and make this world a better place.","Desire to make great discoveries and to solve  global problems","Development of the subject itself","Yes, it will help science a lot and widen our research field.","Yes","Dream of a better future(Colonizing Mars for example)","They address issues on health, defense, climate  etc through their discoveries","Yes","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/28 10:18:26 PM GMT+5:30","Someone who enjoys to work with science and takes it as a career","The amount of knowledge and wisdom which one has","Doctorate","Hardworking","Someone who is busy to discover the next big thing and make this world a better place.","Desire to make great discoveries and to solve  global problems","Development of the subject itself","No, it will be unethical and disturb the basic fabric of the society","Yes","Curiosity and personal interest","They develop new technologies and gadgets to make our life easy","Yes","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/28 10:20:01 PM GMT+5:30","Someone who enjoys to work with science and takes it as a career","The amount of knowledge and wisdom which one has","Does Not matter","Foresight","A normal person with high motivation and extreme love for science.","Love for the subject","Working on what he is interested on","No, it will be unethical and disturb the basic fabric of the society","Yes","Curiosity and personal interest","They improve education and adds to the knowledge on various aspects","No","Yes, indeed they are slowly getting less important to the society"
"2021/11/28 10:24:19 PM GMT+5:30","Someone who studies science and has a decent amount of knowledge on the subject","The impact which he/she is making on the society","Does Not matter","Foresight","A normal person with high motivation and extreme love for science.","Love for the subject","Working on what he is interested on","I choose not to answer this question","Yes","Curiosity and personal interest","They answering the great mysteries of the universe","Yes","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/28 10:40:19 PM GMT+5:30","Someone who enjoys to work with science and takes it as a career","Number of good publications and patents","Post Graduate","Innovative","Someone who is busy to discover the next big thing and make this world a better place.","Desire to make great discoveries and to solve  global problems","Working on what he is interested on","I choose not to answer this question","Yes","Dream of a better future(Colonizing Mars for example)","They develop new technologies and gadgets to make our life easy","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/28 10:42:13 PM GMT+5:30","Someone who enjoys to work with science and takes it as a career","The amount of knowledge and wisdom which one has","Graduate","Innovative","Some one who tries to find reason in everything and wants to uncover every secret of the universe.","Love for the subject","Development of the society","Yes, it will help science a lot and widen our research field.","Yes","Social Need or Scarcity(Covid-19 Vaccine research for example)","They answering the great mysteries of the universe","Yes","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/28 10:47:37 PM GMT+5:30","Someone whose only aim is development of science","The impact which he/she is making on the society","Doctorate","Foresight","Some one who tries to find reason in everything and wants to uncover every secret of the universe.","Desire to make great discoveries and to solve  global problems","Working on what he is interested on","I choose not to answer this question","Yes","Dream of a better future(Colonizing Mars for example)","They address issues on health, defense, climate  etc through their discoveries","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/28 10:50:10 PM GMT+5:30","Someone who studies science and has a decent amount of knowledge on the subject","The amount of knowledge and wisdom which one has","Does Not matter","Creative","Some one who tries to find reason in everything and wants to uncover every secret of the universe.","Love for the subject","Working on what he is interested on","No, it will be unethical and disturb the basic fabric of the society","No","Curiosity and personal interest","They improve education and adds to the knowledge on various aspects","Yes","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/28 10:50:31 PM GMT+5:30","Someone who helps the society to utilize science","The impact which he/she is making on the society","Does Not matter","Creative","A normal person with high motivation and extreme love for science.","Love for the subject","Development of the society","No, it will be unethical and disturb the basic fabric of the society","No","Social Need or Scarcity(Covid-19 Vaccine research for example)","They improve education and adds to the knowledge on various aspects","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/28 10:53:33 PM GMT+5:30","Someone who enjoys to work with science and takes it as a career","The amount of knowledge and wisdom which one has","Does Not matter","High motivation","Some one who tries to find reason in everything and wants to uncover every secret of the universe.","Love for the subject","Working on what he is interested on","No, it will be unethical and disturb the basic fabric of the society","No","Curiosity and personal interest","They answering the great mysteries of the universe","Yes","Yes, indeed they are slowly getting less important to the society"
"2021/11/28 10:56:45 PM GMT+5:30","Someone who studies science and has a decent amount of knowledge on the subject","The amount of knowledge and wisdom which one has","10th pass","Intelligence","Someone who is busy to discover the next big thing and make this world a better place.","It sounds fancy and people think that you are very smart","Developing ones knowledge","No, it will be unethical and disturb the basic fabric of the society","No","Curiosity and personal interest","They answering the great mysteries of the universe","No","Yes, indeed they are slowly getting less important to the society"
"2021/11/28 10:58:21 PM GMT+5:30","Someone who helps the society to utilize science","The impact which he/she is making on the society","Does Not matter","High motivation","A normal person with high motivation and extreme love for science.","Desire to make great discoveries and to solve  global problems","Development of the society","No, it will be unethical and disturb the basic fabric of the society","No","Social Need or Scarcity(Covid-19 Vaccine research for example)","They address issues on health, defense, climate  etc through their discoveries","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/28 10:58:55 PM GMT+5:30","Someone who helps the society to utilize science","Number of good publications and patents","Graduate","Creative","Some one who tries to find reason in everything and wants to uncover every secret of the universe.","Desire to make great discoveries and to solve  global problems","Working on what he is interested on","I choose not to answer this question","Yes","Curiosity and personal interest","They answering the great mysteries of the universe","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/28 11:02:28 PM GMT+5:30","Someone whose only aim is development of science","The impact which he/she is making on the society","Doctorate","Hardworking","A normal person with high motivation and extreme love for science.","It sounds fancy and people think that you are very smart","Working on what he is interested on","Yes, it will help science a lot and widen our research field.","Yes","Dream of a better future(Colonizing Mars for example)","They improve education and adds to the knowledge on various aspects","Yes","Yes, indeed they are slowly getting less important to the society"
"2021/11/28 11:04:09 PM GMT+5:30","Someone who enjoys to work with science and takes it as a career","The amount of knowledge and wisdom which one has","12th pass","High motivation","Some one who tries to find reason in everything and wants to uncover every secret of the universe.","Love for the subject","Working on what he is interested on","I choose not to answer this question","Yes","Curiosity and personal interest","They answering the great mysteries of the universe","No","Yes, indeed they are slowly getting less important to the society"
"2021/11/28 11:05:28 PM GMT+5:30","Someone who enjoys to work with science and takes it as a career","Number of good publications and patents","Post Graduate","Creative","A normal person with high motivation and extreme love for science.","Love for the subject","Working on what he is interested on","I choose not to answer this question","No","Curiosity and personal interest","They address issues on health, defense, climate  etc through their discoveries","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/28 11:09:52 PM GMT+5:30","Someone who enjoys to work with science and takes it as a career","Number of good publications and patents","Doctorate","High motivation","Some one who tries to find reason in everything and wants to uncover every secret of the universe.","Love for the subject","Developing ones knowledge","Yes, it will help science a lot and widen our research field.","Yes","Curiosity and personal interest","They address issues on health, defense, climate  etc through their discoveries","Yes","Yes, indeed they are slowly getting less important to the society"
"2021/11/28 11:13:26 PM GMT+5:30","Someone who enjoys to work with science and takes it as a career","The impact which he/she is making on the society","Does Not matter","High motivation","A normal person with high motivation and extreme love for science.","Love for the subject","Working on what he is interested on","I choose not to answer this question","Yes","Curiosity and personal interest","They answering the great mysteries of the universe","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/28 11:13:29 PM GMT+5:30","Someone who enjoys to work with science and takes it as a career","Number of good publications and patents","Doctorate","Creative","A normal person with high motivation and extreme love for science.","Love for the subject","Development of the subject itself","No, it will be unethical and disturb the basic fabric of the society","No","Dream of a better future(Colonizing Mars for example)","They address issues on health, defense, climate  etc through their discoveries","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/28 11:13:32 PM GMT+5:30","Someone who helps the society to utilize science","The impact which he/she is making on the society","Does Not matter","Innovative","Someone who is busy to discover the next big thing and make this world a better place.","Desire to make great discoveries and to solve  global problems","Developing ones knowledge","I choose not to answer this question","Yes","Curiosity and personal interest","They address issues on health, defense, climate  etc through their discoveries","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/28 11:15:24 PM GMT+5:30","Someone who enjoys to work with science and takes it as a career","Number of good publications and patents","Post Graduate","Foresight","A normal person with high motivation and extreme love for science.","Love for the subject","Development of the subject itself","No, it will be unethical and disturb the basic fabric of the society","No","Curiosity and personal interest","They develop new technologies and gadgets to make our life easy","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/28 11:25:45 PM GMT+5:30","Someone who helps the society to utilize science","The amount of knowledge and wisdom which one has","Does Not matter","Creative","Some one who tries to find reason in everything and wants to uncover every secret of the universe.","Desire to make great discoveries and to solve  global problems","Development of the society","No, it will be unethical and disturb the basic fabric of the society","No","Curiosity and personal interest","They improve education and adds to the knowledge on various aspects","Yes","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/29 12:15:06 AM GMT+5:30","Someone who enjoys to work with science and takes it as a career","Number of good publications and patents","Post Graduate","Innovative","Some one who tries to find reason in everything and wants to uncover every secret of the universe.","Love for the subject","Developing ones knowledge","Yes, it will help science a lot and widen our research field.","Yes","Curiosity and personal interest","They address issues on health, defense, climate  etc through their discoveries","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/29 12:16:10 AM GMT+5:30","Someone who enjoys to work with science and takes it as a career","The impact which he/she is making on the society","Does Not matter","High motivation","Some one who tries to find reason in everything and wants to uncover every secret of the universe.","Love for the subject","Working on what he is interested on","Yes, it will help science a lot and widen our research field.","No","Curiosity and personal interest","They answering the great mysteries of the universe","No","Yes, indeed they are slowly getting less important to the society"
"2021/11/29 12:19:52 AM GMT+5:30","Someone who enjoys to work with science and takes it as a career","Number of good publications and patents","Does Not matter","High motivation","Some one who tries to find reason in everything and wants to uncover every secret of the universe.","Love for the subject","Working on what he is interested on","No, it will be unethical and disturb the basic fabric of the society","Yes","Curiosity and personal interest","They answering the great mysteries of the universe","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/29 12:20:16 AM GMT+5:30","Someone whose only aim is development of science","Number of good publications and patents","Does Not matter","Innovative","Some one who tries to find reason in everything and wants to uncover every secret of the universe.","Desire to make great discoveries and to solve  global problems","Working on what he is interested on","Yes, it will help science a lot and widen our research field.","Yes","Curiosity and personal interest","They answering the great mysteries of the universe","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/29 12:20:38 AM GMT+5:30","Someone who enjoys to work with science and takes it as a career","The amount of knowledge and wisdom which one has","Doctorate","High motivation","A normal person with high motivation and extreme love for science.","Love for the subject","Developing ones knowledge","I choose not to answer this question","No","Curiosity and personal interest","They answering the great mysteries of the universe","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/29 12:21:03 AM GMT+5:30","Someone who enjoys to work with science and takes it as a career","The amount of knowledge and wisdom which one has","Does Not matter","High motivation","A normal person with high motivation and extreme love for science.","Love for the subject","Working on what he is interested on","I choose not to answer this question","No","Dream of a better future(Colonizing Mars for example)","They develop new technologies and gadgets to make our life easy","Yes","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/29 12:29:42 AM GMT+5:30","Someone who enjoys to work with science and takes it as a career","The impact which he/she is making on the society","Does Not matter","Innovative","Some with odd hair, thick glasses wearing a lab coat and working in some secret lab.","Love for the subject","Development of the society","I choose not to answer this question","Yes","Curiosity and personal interest","They address issues on health, defense, climate  etc through their discoveries","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/29 12:30:17 AM GMT+5:30","Someone who enjoys to work with science and takes it as a career","The amount of knowledge and wisdom which one has","Does Not matter","Foresight","Some one who tries to find reason in everything and wants to uncover every secret of the universe.","Desire to make great discoveries and to solve  global problems","Working on what he is interested on","Yes, it will help science a lot and widen our research field.","Yes","Curiosity and personal interest","They answering the great mysteries of the universe","Yes","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/29 12:30:53 AM GMT+5:30","Someone who helps the society to utilize science","The impact which he/she is making on the society","Does Not matter","Hardworking","Some one who tries to find reason in everything and wants to uncover every secret of the universe.","Love for the subject","Development of the subject itself","I choose not to answer this question","No","Curiosity and personal interest","They develop new technologies and gadgets to make our life easy","Yes","Yes, indeed they are slowly getting less important to the society"
"2021/11/29 12:41:18 AM GMT+5:30","Someone who enjoys to work with science and takes it as a career","Number of good publications and patents","Does Not matter","High motivation","Some one who tries to find reason in everything and wants to uncover every secret of the universe.","Desire to make great discoveries and to solve  global problems","Development of the subject itself","I choose not to answer this question","Yes","Curiosity and personal interest","They address issues on health, defense, climate  etc through their discoveries","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/29 12:52:05 AM GMT+5:30","Someone who helps the society to utilize science","The amount of knowledge and wisdom which one has","Post Graduate","Innovative","Some one who tries to find reason in everything and wants to uncover every secret of the universe.","Love for the subject","Development of the society","Yes, it will help science a lot and widen our research field.","Yes","Dream of a better future(Colonizing Mars for example)","They develop new technologies and gadgets to make our life easy","Yes","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/29 1:04:10 AM GMT+5:30","Someone who enjoys to work with science and takes it as a career","The amount of knowledge and wisdom which one has","Does Not matter","Creative","Someone crazy who leave everything ( Social life, friends , family) for the sake of science.","Love for the subject","Developing ones knowledge","No, it will be unethical and disturb the basic fabric of the society","No","Curiosity and personal interest","They improve education and adds to the knowledge on various aspects","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/29 1:15:47 AM GMT+5:30","Someone who enjoys to work with science and takes it as a career","The impact which he/she is making on the society","Does Not matter","Innovative","Some highly educated folk.","Love for the subject","Working on what he is interested on","No, it will be unethical and disturb the basic fabric of the society","No","Social Need or Scarcity(Covid-19 Vaccine research for example)","They improve education and adds to the knowledge on various aspects","Yes","Yes, indeed they are slowly getting less important to the society"
"2021/11/29 1:16:24 AM GMT+5:30","Someone who enjoys to work with science and takes it as a career","The amount of knowledge and wisdom which one has","Does Not matter","Hardworking","Some one who tries to find reason in everything and wants to uncover every secret of the universe.","Love for the subject","Development of the subject itself","No, it will be unethical and disturb the basic fabric of the society","Yes","Curiosity and personal interest","They address issues on health, defense, climate  etc through their discoveries","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/29 7:26:02 AM GMT+5:30","Someone whose only aim is development of science","The impact which he/she is making on the society","Post Graduate","High motivation","Someone who is busy to discover the next big thing and make this world a better place.","Love for the subject","Development of the subject itself","I choose not to answer this question","Yes","Curiosity and personal interest","They address issues on health, defense, climate  etc through their discoveries","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/29 7:48:09 AM GMT+5:30","Someone whose only aim is development of science","The impact which he/she is making on the society","Does Not matter","Intelligence","Some one who tries to find reason in everything and wants to uncover every secret of the universe.","Desire to make great discoveries and to solve  global problems","Development of the subject itself","I choose not to answer this question","No","Curiosity and personal interest","They improve education and adds to the knowledge on various aspects","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/29 7:48:17 AM GMT+5:30","Someone who helps the society to utilize science","The impact which he/she is making on the society","Does Not matter","Innovative","Some highly educated folk.","Love for the subject","Development of the subject itself","I choose not to answer this question","No","Curiosity and personal interest","They answering the great mysteries of the universe","Yes","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/29 7:51:10 AM GMT+5:30","Someone who studies science and has a decent amount of knowledge on the subject","The amount of knowledge and wisdom which one has","Doctorate","Intelligence","A normal person with high motivation and extreme love for science.","Love for the subject","Development of the subject itself","No, it will be unethical and disturb the basic fabric of the society","No","Curiosity and personal interest","They address issues on health, defense, climate  etc through their discoveries","Yes","Yes, indeed they are slowly getting less important to the society"
"2021/11/29 7:57:36 AM GMT+5:30","Someone who enjoys to work with science and takes it as a career","The impact which he/she is making on the society","Does Not matter","Innovative","A normal person with high motivation and extreme love for science.","Desire to make great discoveries and to solve  global problems","Working on what he is interested on","I choose not to answer this question","Yes","Curiosity and personal interest","They address issues on health, defense, climate  etc through their discoveries","Yes","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/29 8:45:59 AM GMT+5:30","Someone who helps the society to utilize science","The impact which he/she is making on the society","Post Graduate","Innovative","Some one who tries to find reason in everything and wants to uncover every secret of the universe.","Desire to make great discoveries and to solve  global problems","Development of the society","No, it will be unethical and disturb the basic fabric of the society","Yes","Social Need or Scarcity(Covid-19 Vaccine research for example)","They improve education and adds to the knowledge on various aspects","No","Yes, indeed they are slowly getting less important to the society"
"2021/11/29 8:51:51 AM GMT+5:30","Someone who helps the society to utilize science","Number of good publications and patents","Doctorate","Innovative","Some one who tries to find reason in everything and wants to uncover every secret of the universe.","Desire to make great discoveries and to solve  global problems","Development of the society","No, it will be unethical and disturb the basic fabric of the society","No","Social Need or Scarcity(Covid-19 Vaccine research for example)","They develop new technologies and gadgets to make our life easy","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/29 8:57:12 AM GMT+5:30","Someone who helps the society to utilize science","The amount of knowledge and wisdom which one has","Does Not matter","Foresight","Some one who tries to find reason in everything and wants to uncover every secret of the universe.","Love for the subject","Developing ones knowledge","I choose not to answer this question","No","Unsolved mysteries that once discovered could be beneficial to the society","They address issues on health, defense, climate  etc through their discoveries","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/29 9:10:39 AM GMT+5:30","Someone who helps the society to utilize science","Number of good publications and patents","Post Graduate","Creative","Some one who tries to find reason in everything and wants to uncover every secret of the universe.","Desire to make great discoveries and to solve  global problems","Development of the society","No, it will be unethical and disturb the basic fabric of the society","No","Dream of a better future(Colonizing Mars for example)","They develop new technologies and gadgets to make our life easy","Yes","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/29 9:12:55 AM GMT+5:30","Someone who helps the society to utilize science","The impact which he/she is making on the society","Does Not matter","Innovative","Some one who tries to find reason in everything and wants to uncover every secret of the universe.","Desire to make great discoveries and to solve  global problems","Working on what he is interested on","Yes, it will help science a lot and widen our research field.","Yes","Social Need or Scarcity(Covid-19 Vaccine research for example)","They address issues on health, defense, climate  etc through their discoveries","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/29 9:46:52 AM GMT+5:30","Someone who enjoys to work with science and takes it as a career","The amount of knowledge and wisdom which one has","Does Not matter","High motivation","Some with odd hair, thick glasses wearing a lab coat and working in some secret lab.","Love for the subject","Working on what he is interested on","Yes, it will help science a lot and widen our research field.","Yes","Dream of a better future(Colonizing Mars for example)","They improve education and adds to the knowledge on various aspects","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/29 10:35:00 AM GMT+5:30","Someone who enjoys to work with science and takes it as a career","The amount of knowledge and wisdom which one has","Does Not matter","High motivation","Some one who tries to find reason in everything and wants to uncover every secret of the universe.","Love for the subject","Working on what he is interested on","I choose not to answer this question","No","Curiosity and personal interest","They improve education and adds to the knowledge on various aspects","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/29 11:00:19 AM GMT+5:30","Someone who helps the society to utilize science","The impact which he/she is making on the society","Does Not matter","Foresight","Some one who tries to find reason in everything and wants to uncover every secret of the universe.","Desire to make great discoveries and to solve  global problems","Development of the society","I choose not to answer this question","Yes","All of the above. A scientist should always be curious to eradicate the social scarcity and dream for a better future. ","They address issues on health, defense, climate  etc through their discoveries","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/29 11:59:47 AM GMT+5:30","Someone who enjoys to work with science and takes it as a career","The amount of knowledge and wisdom which one has","Post Doctorate","Innovative","Some with odd hair, thick glasses wearing a lab coat and working in some secret lab.","Love for the subject","Working on what he is interested on","Yes, it will help science a lot and widen our research field.","No","Curiosity and personal interest","They develop new technologies and gadgets to make our life easy","Yes","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/29 12:21:48 PM GMT+5:30","Someone whose only aim is development of science","Number of good publications and patents","Does Not matter","Creative","Some one who tries to find reason in everything and wants to uncover every secret of the universe.","Love for the subject","Development of the subject itself","No, it will be unethical and disturb the basic fabric of the society","Yes","Curiosity and personal interest","They develop new technologies and gadgets to make our life easy","No","Yes, indeed they are slowly getting less important to the society"
"2021/11/29 12:22:48 PM GMT+5:30","Someone who helps the society to utilize science","The impact which he/she is making on the society","Does Not matter","Foresight","Some one who tries to find reason in everything and wants to uncover every secret of the universe.","Desire to make great discoveries and to solve  global problems","Development of the society","No, it will be unethical and disturb the basic fabric of the society","No","Curiosity and personal interest","They address issues on health, defense, climate  etc through their discoveries","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/29 1:20:52 PM GMT+5:30","Someone who enjoys to work with science and takes it as a career","The amount of knowledge and wisdom which one has","Graduate","Foresight","A normal person with high motivation and extreme love for science.","Desire to make great discoveries and to solve  global problems","Working on what he is interested on","I choose not to answer this question","No","Curiosity and personal interest","They address issues on health, defense, climate  etc through their discoveries","No","Yes, indeed they are slowly getting less important to the society"
"2021/11/29 2:11:15 PM GMT+5:30","Someone who helps the society to utilize science","The impact which he/she is making on the society","Graduate","Innovative","Someone who is busy to discover the next big thing and make this world a better place.","Love for the subject","Working on what he is interested on","Yes, it will help science a lot and widen our research field.","No","Social Need or Scarcity(Covid-19 Vaccine research for example)","They answering the great mysteries of the universe","Yes","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/29 3:59:19 PM GMT+5:30","Someone who helps the society to utilize science","The amount of knowledge and wisdom which one has","Does Not matter","Innovative","Some one who tries to find reason in everything and wants to uncover every secret of the universe.","Love for the subject","Development of the society","Yes, it will help science a lot and widen our research field.","Yes","Social Need or Scarcity(Covid-19 Vaccine research for example)","They address issues on health, defense, climate  etc through their discoveries","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/29 4:33:57 PM GMT+5:30","Someone who studies science and has a decent amount of knowledge on the subject","The amount of knowledge and wisdom which one has","Graduate","Creative","A normal person with high motivation and extreme love for science.","Love for the subject","Development of the subject itself","No, it will be unethical and disturb the basic fabric of the society","No","Curiosity and personal interest","They answering the great mysteries of the universe","Yes","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/29 4:45:55 PM GMT+5:30","Someone who enjoys to work with science and takes it as a career","The amount of knowledge and wisdom which one has","Post Graduate","High motivation","Some with odd hair, thick glasses wearing a lab coat and working in some secret lab.","Love for the subject","Working on what he is interested on","No, it will be unethical and disturb the basic fabric of the society","No","Dream of a better future(Colonizing Mars for example)","They address issues on health, defense, climate  etc through their discoveries","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/29 4:47:39 PM GMT+5:30","Someone who enjoys to work with science and takes it as a career","The amount of knowledge and wisdom which one has","Post Graduate","High motivation","Some one who tries to find reason in everything and wants to uncover every secret of the universe.","Desire to make great discoveries and to solve  global problems","Developing ones knowledge","I choose not to answer this question","No","Curiosity and personal interest","They address issues on health, defense, climate  etc through their discoveries","No","Scientist can never get replaced by the professionals(engineers/doctors) ."
"2021/11/29 5:50:29 PM GMT+5:30","Someone who enjoys to work with science and takes it as a career","The amount of knowledge and wisdom which one has","Does Not matter","Innovative","Some one who tries to find reason in everything and wants to uncover every secret of the universe.","Love for the subject","Working on what he is interested on","Yes, it will help science a lot and widen our research field.","Yes","Curiosity and personal interest","They answering the great mysteries of the universe","Yes","Yes, indeed they are slowly getting less important to the society"
